Date of Review,User,Usefulness Vote,Total Votes,User's Rating out of 10,Review Title,Review
20 July 2008,bbatsov,2,5,10,"The pinnacle of the genre, a timeless masterpiece","Before I saw ""The Dark Knight"" I never thought that a movie of such power and magnitude will ever come to life from the pages of a comic book, but I was wrong - very, very wrong. Chris Nolan shows us his genius at work yet again, creating the best comic book adaptation ever and probably one of best movies of all times. The screenplay is simply fantastic - the storyline is compelling, very well paced and full of intelligent twists. The character development is superb. So is the acting - a lot was already written for the performance of Heath Ledger, so I won't go into any details there. I only want to say that if the Academy does not at least consider him for an Oscar that would be truly outrageous - he is simply perfect - crazy, witty, scary... Christian Bale performs his part very well as expected - he's much more convincing as Batman this time around. Special ovations for Aaron Eckhart for his role as DA Harvey Dent - he does outstanding work and gets pretty close to Ledger's game. The supporting cast - Michael Caine, Gary Oldman and Morgan Freeman, can be described as incredible as well, especially Caine. I haven't watched recently I movie packed with so many star actors interacting so well on the screen. My only regret for this movie is that it was not at least 5 hours long. When I was in the cinema I hoped that it would never end and I can assure this hasn't happened to me in many years... Truly - a masterpiece, the pinnacle of the superhero genre and maybe of cinematography itself..."
22 July 2008,jdawg_09_2003,2,5,10,Words cannot describe...,"how AMAZING this film truly is. It's not only an incredible Batman movie, it's an incredible movie on its own. It has anything and everything you'll ever want in an enjoyable movie experience: incredible acting, in-depth character development, great plot, intense story development, etc. While it is a darker and more frightening Batman movie, it is full of humor compliments of Heath Ledger's Oscar-worthy portrayal of the Joker. Christian Bale, Michael Caine, Morgan Freeman, and Gary Oldman reprise their roles of Bruce Wayne/Batman, Alfred, Lucius Fox, and Lieutenant/Commissioner Gordon with incredible performances. Fresh faces include Aaron Eckhart as Harvey Dent/Two-Face (who finally does the role justice, no pun intended) and Maggie Gyllenhaal as Rachel Dawes (who does a much better job than Katie Holmes in Batman Begins). The Dark Knight provides a thrilling movie experience as it keeps you on the edge of your seat during every minute of it. Do yourself a favor and go see it, even if you're not a Batman fan. It is definitely one of the best movies I've seen in a LONG time. And please remember: honor Heath Ledger with the respect he deserves.Rating: 9.5/10"
18 March 2022,marygibbons,0,0,9,Just so clever,"One of the greatest films of our time, keeps you on the edge of your seat, multiple story lines intertwining, twists, with a message at the end. The title has meaning, and is emphasised throughout."
1 April 2020,gabrielthomas-89748,1,2,10,its cool,Have ffunbwrtbrnt5eneyn5yetbe5tbe5ybeb53yhbetbynbr6nby6gn5ynby5nnehgnbegthn tyn yhnytnmutmymrnnrfym unryunr6
22 August 2018,sgrowdon,0,0,10,Amazing,Unlike other dc films this movie changed my perspective of Batman
20 July 2008,johnnyspeed93,3,6,10,The Greatest Superhero Movie of All-Time,"I have never written a review for anyone on a movie before. This movie inspired me. It made me write what you are reading right now. This movie can simply be regarded as perfect genius. The combinations of plot, dialog, action, effects, meaning, and understanding, made this movie the PERFECT representation of heroes, villains, and all that lie between. This movie shakes your life and understanding of it. It really makes you think about what makes what tick. Why and when things happen. Who makes who do what.The Dark Knight is so greatly subtle also. It's not trying to impress or excite anybody because it doesn't need to. The story isn't pushed to do that. It isn't forced at all. It delivers awesomely without doing that. It's not trying to appeal to anybody. You either like it (which you will) or you don't. It flows superbly. the marketing didn't steroid the advertising either. They didn't trick or pump up the movie to anything it isn't. The company played their cards perfectly. Congrats to all that made it for you did an amazing job.Another great thing is that you do not need to see Batman Begins to watch this movie. They are separate and all explanation you need is present for anything. I didn't see the first one since it came out. I barely remember it. If you saw the first one it will be buried under this one. No comparison. The Joker is obviously the star of the new scene. The Webster dictionary defines insane as: in a state of mind that prevents normal perception, behavior, or social interaction. This is precisely what the Joker is a manifestation of. His character however is a genius of epic proportions. He is sly and always two steps ahead of anything. His past is little revealed, however his scars on his face are explained. Heath portrays him in a way so brilliant, no other human being on this planet could surpass or even hope to achieve his character portrayal. I love him so much in it because he is his character. He shows absolutely no signs of acting. He is the Joker. He is so realistic and I can tell he used a lot of sly improv. This movie ended his movie career with a flawless bang.Batman returns to the screen greater than ever. He not only is incredibly heroic, but also down to earth. He has flaws and inner demons and the movie is not afraid to show it. He is so selfless it's shocking. He courageous, daring, and resourceful. He's very smart and cunning. He gives those one liners that remind you of the Die-Hard movies that always make you chuckle. He is the perfect hero for the perfect villain.I would do an injustice if I did not mention the actors besides the stars. Michael Caine and Morgan Freeman bring life to their characters. They work their movie magic as awesomely as ever before. Aaron Eckbart (Harvey Dent) is the perfect cast for his role. I know I'm just going on about these guys are so great but I do that because they simply are. Aaron redefines Harvey so that he is a perfect icon of hope. However, it smothers on the fact that everything isn't always as it seems. He brings emotion and realism to his role. He is an innovation. All the other cast members also did a wonderful job for their contributions. They were excellently cast and preformed the best they possibly could.This movie stays with you, as the credits role you think one word ""Whoa"". This is an innovation in the cinema industry. This movie is a milestone. A landmark at movies at their finest. I proudly state that it will be illogical to say that a movie will surpass this in any form in the next 10 years. This is so because this is a movie at heart. Every actor and effort in this movie was delivered at it's absolute best. Go see the movie. It will make you excite, laugh, go in awe, surprise, scared, make guess, make anxious, clap, talk about, think about, dream about, and outright obliterate all expectations.On a sad note, I am deeply sorry over the loss of actor Heath Ledger. Prayers and sympathy go to his family for me. This movie made Heath Ledger, a legend..."
23 August 2014,MrHatter123,1,1,7,Dark Knight issues,"The Dark Knight was good. I especially love Heath Ledger's portrayal of Joker. Christian Bale did a good job as well. MY only real issue was Batman's lack of detective work. If Batman is the World's Greatest Detective, he should be treated as such. I don't think the problem with the Batman portrayals over the years have too much to do with ""good Bruce Wayne but bad Batman"" or ""bad Bruce Wayne but good Batman"". It's more the balancing out of both Batman's detective title and his fighting abilities. Batman has never made brute strength his greatest asset but his keen mind is. He's gotten ahead as Batman by being smarter or more cunning than his opponent. It's about outsmarting them, not beating them into submission mostly because other than the drug thugs running around, Batman has always come across people who are mutated in some way or just deadly. Just my thoughts."
21 July 2008,djeriandi,1,3,8,Best Movie Ever - No but best Comic Book Movie ever made.,"Best Movie ever made? No - Godfather II still has this beat hands down as best sequel and best movie ever made, IMHO. However, it is -One incredibly fun and entertaining movie, and its a crime not to see it on the big screen -THE BEST Comic book movie ever made -THE BEST villain in a comic book movie, one of top 3 or 4 villains of all time. kudos to Heath Ledger! -AT least a top 10-15 movie of all time. I'll buy that. -proves once again that Chris Nolan is one of the best writer/directors of last 30 yearsSchindlers List and Cuckoos nest you have to put in front of it as well.And also kudos to the whole team for having the guts to make a comic movie truly dark, and not backing off some of the violence it it which I think was key to the tone and effectiveness"
21 July 2008,boss_man33,2,5,10,It was not quite as good as the hype but still damn good!!!!,"I went the The Dark Knight last night with Very High expectations and though that the move just didn't quite live up to them. Come on when you read so many rave reviews from web sights like IMDb giving it a 9.7/10 or there abouts, you to will have very high expectations. I found that the move was a bit boring in parts yet brilliant in others. There are parts that you just want to jump up as scream ""Hell Ya"" and others that kinda drag a bit. Ledger and Aaron Eckhart steel the show in my books! They both did an outstanding job! Bales performance was very good as well but I didn't feel as exited when he was on screen as I did the Joker or Harvey Dent! All in all I think TDN and BMB are very close in caliber. So if you liked one you will most definitely like the other. Thanks for reading!"
29 July 2008,fletch903,4,10,8,Wasn't that good,"Joker = good - should have been in more of the movie.Batman = O.K. - Bruce Wayne Seemed just like Patrick Batman (american phyco) which was not the same Bruce Wayne in the first one. Harvey Dent = good Two Face = blew - looked like terminator/Mummy not Twoface.Should have been rated (R) I always feel like their lying to me in PG-13 movies.Story structure = Not StrongSo in conclusion joker should have bean in it more and should have had more fights with the batman, Harvey dent should have had acid mess his face up not fire. JOKER WAS SO GOOD!"
15 August 2008,ynn3k,6,14,6,Overrated & Dragged out...........,Like the first Batman entry by Christopher Nolan this film is overrated to no ends meet. The movie passable but it certainly isn't the comic masterpiece everyone and their grandmother claims it to be. While I do enjoy the efforts of Nolan keeping the movie as serious & realistic as he can the end result just makes the movie boring in retrospective to the other Batman films directed by Tim Burton. Another gripe I had with this film is the excessive dialogue about morals and what not... blah blah blah villain this responsibility that... ultimately it made is feel long and tiring. The action scenes improved a lot from the first installment. The camera angles are better this time around and there are plenty of explosions. Heath Ledger's performance was unique but I didn't see the a performance that is worth raving about. Sure he brought a darker Joker to the franchise... but isn't that the point?... dark and gritty... his performance was expected. I really didn't find it all too shocking to say the least. Overall this film is passable for me but not the summer movie event I had expected.
13 January 2020,shoponlinesaurabh,0,0,9,The best action movie you'll ever see.,"This movie is full of action, adventure, thrill and suspense.
The actors did an amazing job in giving life to characters."
12 October 2020,crossbowxaydin-78282,1,12,1,sucks,The acting is the only great thing!!!!!!!!!!!!!!1!!!!!!!!!!!!! bbb
10 August 2020,jacobstilwell-84634,0,1,10,The best superhero movie,I love this movie ever since I first saw it. If is still the best superhero and best movie in the world in my opinion and yeah Why So Serious.
12 May 2020,yanrf,0,1,10,The best,The best batman film ever.the best super hero film ever
19 July 2008,Azl2ael,6,12,7,"Very very overrated for me, but maybe will do it for you","People are all entitled to their own opinions. But for me this movie was very very overrated and so far I seem to be the few minority. I watched it and kept expecting to see the 9.7/10 rating movie that people have raved about and it just never came.The movie did not feel that special to me. It was like all the other comic book movies out there, maybe more polished but it still felt like nothing more then big budget Hollywood manufactured flash.Don't get me wrong, I did enjoy the movie very much and found it highly entertaining. It is hands down my favorite comic book movie but a masterpiece of cinema?????? Sorry not for me at least. Maybe my expectations were too high."
28 July 2008,nothing27,4,9,10,"Perfect! Nothing more, nothing less...",Three years ago a friend of mine offered to watch Batman Begins at theater and I said OK but I didn't expect anything but overblown effects and a boring childish scenario. I'm not a fan of Batman and I usually don't like superhero movies or comic book adaptations. But it was something different than I expected. It was not built upon the simple ideas of other superhero movies and the way the movie told us the story of the protagonist was quite realistic. So it changed my prejudiced opinion on Batman.Depending on the success of the first movie I was eager to see The Dark Knight. Especially after seeing the photos of Heath Ledger as Joker.This time the story is darker and it exceeds the well-known Hollywood clichés. Characters are genuinely crafted and the cast is superb. Christian Bale is the best Batman ever and Heath Ledger as Joker is shocking. Script is the best I've ever seen in a this kind of movie. It shows the fight of good and evil in a quite realistic way and as it is in real life you see there's a thin line between the two. Christopher Nolan's point of view shows that things are not that easy and the good characters are not invincible. And not always there happy endings. The movie makes you feel Gotham is a city possessed by crime and it is as dark as Batman himself.Also I was really satisfied by the ending of the movie but most of my friends said it could be better. But my opinion is the ending was great.The last thing I couldn't control myself to tell is the tricks of Joker. They made me smile sadistically while watching them. He's completely chaotic and a real psychopath.Go and see the movie whether you like or don't like Batman. At least you'll surely love and admire Heath's performance as Joker...
4 January 2015,pratiksingh2,1,1,10,One of the best movies of All Time!!!,"The Dark Knight that came out in 2008 starring Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Gary Oldman, Morgan Freeman and Maggie Gyllenhaal is a superhero movie of Batman. When Batman, Gordon and Harvey Dent tries bring down the mob, they face a new threat The Joker, who raises hell in Gotham. What unfolds is a 150 min of high pace crime thriller.The story is quite dark, complex and engaging. The cast is just amazing. Heath Ledger gave legendary outstanding performance in his last role. His each dialogue is just amazing. I kinda love every sec he is in on the screen. The Joker can be considered one of the best villains of all time. Christian Bale is amazing in his best role of Batman. Though not as screen time as he had in the last movie (Batman Begins), but still he gave an amazing performance. Aaron Eckhart as Harvey Dent was quite good. After Joker, Harvey had 2nd best dialogues of the movie. Pacing of the movie is awesome too. There won't be any part of the movie which feels slow or boring, mainly because every conversation is important. Action is kinda different and unique making it amazing . Overall The Dark knight is an OUTSTANDING movie.Plot:10/10 Dialogue:10/10 Acting:10/10 Action:10/10 Pace:10/10Overall:10/10"
21 July 2008,marc-943,3,6,10,Tha academy award goes to,"with all of the talk about heath ledger getting an Oscar, I feel that it is only right to state that that was not him. Arkham must've given the joker an early parole to appear here because for all accounts that was the joker I saw on screen as this was the most realistic portrayal of my favorite villain that I have ever seen. It has been a long time since i have clapped at the end of a movie, but it seems I was not alone as most of the packed audience I was viewing with had to agree. This has to be considered one of the best movies of the year, the scope and vistas were spectacular and this was Batmans against the Joker in a tour De force effort that both the writer and producer should be proud of"
21 July 2008,mad_lion24,3,6,10,Thie night is darkest just before the dawn,"Action packed!!! Two words to describe the film, I watched it yesterday, July 20, 2008, and I must say it was awesome. Best action film of the year, I'm a movie buff and trust me I know when a movie is good, and this is awesome. Far exceeds Iron Man, Hulk, Wanted, Jumper etc. I like how two face was introduced in the film, it was pure genius!!! I want to congratulate the cast and people involved in the film, everyone was magnificent. Before the movie come out I saw bloggers wonder how Heath Ledger would have fit in the Joker role, would it be success is what they wondered. My answer is he was great. His best movie role ever in my opinion, may he rest in peace 4/4/1979-1/22/2008. I watched Batman Begins the same day before I went to watch this and I must say, no previous Batman film can compare to this, none!!!! Once again I say it was pure genius. Many people say Batman is not a real superhero and what not cause he doesn't have superpowers, but I can tell you if he wasn't one before he's one now (still no superpowers but he sure does kick ass), lol. Awesome movie two thumbs, two big toes up. This movie made me register to IMDb to write a comment how good it was. Will purchase the DVD once released, I said it, I will, no piratebay for me on this one."
16 November 2020,kareemelsayed-67927,0,2,10,The best comic book movie have been ever mad,What can I say more than go watch it NOW! Go now ok Now
10 July 2022,ridhoblueeyes,0,0,10,Best Joker!!!,It's not debatable that Heath Ledger's Joker is the best Joker in every Batman or DC movies! The way that he want to prove the true human nature to people was very related in the real world. All of his mind games are superb!
22 July 2008,gothic_jen23,3,6,10,The Dark Knight is the best Batman movie of all time.,"The Dark Knight is an amazing action packed thrill ride movie of the year. I have seen all of the Batman movies and I only enjoyed the original movie Batman, Batman Returns, and Batman Begins. But everything changed once I'd seen the best Batman movie since the first, The Dark Knight. Everything about this movie is unbelievable. The plot line was impressive, the filming is incredible, the acting is amazing, and I recommend this movie for an Oscar nomination. The character who should definitely be nominated for an award is Heath Ledger for his outstanding performance as the Joker. I've enjoyed watching Jack Nicholson play his role as the Joker, but I have to say that Heath Ledger is the best Joker of all time. The role for the Joker is supposed to be funny and psychotic and that is exactly what Heath Ledger portrayed for his character. His character was hilarious, psychotic, frightening, and amazing. To be honest, he scared the heck out of me, only a little. I loved this movie completely. I desperately hope this movie is nominated for an Oscar and wins under the category as ""Best movie of the year!"" I dedicate my nomination to Heath Ledger for his amazing performance and I will miss him forever. R.I.P. Heath."
14 December 2008,paintbeforeassembly,0,5,8,"Very good, but not perfect","As a big fan of Batman Begins, I was delighted to see that The Dark Knight was a solid movie, with great acting and a serious star turn from Heath Ledger. But while the last hour to an hour and a half is the gripping, perfectly paced excitement that earns this movie its reputation, the first hour is less so inclined. However, that's on the first watch through only -- this really is a movie that gets better the more you watch it.The first time through, the opening felt a little lost and sluggish, and didn't quite capture the intrigue and anticipation as effectively as the first movie did. I still feel that the opening segments and introductions of Batman Begins were more welcoming to a new viewer. However, The Dark Knight more than makes up with the conclusions and climax of the film, and make no mistake, this is worth sitting through. If you find the opening a little slow, give it time to get going; it'll reward you for your time tenfold, and if you watch the movie again, you won't see the opening through quite the same eyes.One thing that did disappoint me was the score for the movie. Where it was used the music was as striking and well suited as you'd expect, but in some of the scenes I really felt the absence of the music, and I think the right score might have added a sense of momentum and energy that was slightly missing in those places. It's not a big problem in the movie overall, but I think the right music could easily have pushed my score up from an eight to a nine for this movie."
25 April 2013,faixal_khan007,2,5,10,Best comic book movie,"The dark knight is a great thoughtful potent movie.this was the first superhero movie that i watched seriously and believe me it really was incredible...i thought that superhero movie are only for kids...but Mr Nolan's batman movies create a lot of energetic content for adults...it really blew me...it has outdone batman begins in all aspects...i thought batman begins was best batman movie after batman returns but dark knight exceeded all my expectations and i must say it is one of the finest crime thrillers coming out from Hollywood,also what separates a good movie from a great movie is Performance...the joker has steal the acting crown of this movie,it was the best joker i have ever seen in batman movies its his best performance till date.the background score of this movie was also great. I have already watched it 30 times and i still want to see it again."
8 August 2008,ryandup,5,12,10,Nolan for President!!!,"Without getting carried away or going into too much detail, this movie is simply amazing. The whole thing comes together perfectly, acting, direction, plot, they all fit so nicely. I was / am a big fan of Batman begins and Nolan has really stepped up to the plate with his second offering. I left the cinema heart broken, not heart broken over a poor movie, heart broken that it was over and that i had to leave. Bale brings a really strong sense of Wayne's inner battle to the character and although i have been very very un-willing/reluctant to just fall in with the bleeding masses and pay Ledger his dues, only a liar can say a bad thing about his performance, it is breath taking. The only recent comparable effort i can think of is is Javier Bardem in ""no country for old men"" and even that is a stretch. I am certain that the Dark Knight will surpass all box office records for anything in the genre and beyond, but above that, will be the new benchmark for super hero movies. Vive Le Nolan!!!"
23 September 2008,tonygillon,3,7,10,the best film of the decade,"A sequel worthy enough to carry the storyline so greatly portrayed in Batman Begins, which will satisfy the appetite of the most die hard Batman fans. Arguably the greatest Batman movie ever made, the story will leave you on the edge of your seat! The actors in this movie can claim this to be the greatest achievement of their careers. Especially Heath Ledger, who gives a spellbinding performance as the Joker, making him the greatest movie villain of all time. The directorial quality of this film also deserves a special mention, with its mix of dark tones, plot twists and fantastic special effects."
9 May 2018,azooaz,1,4,10,Best movie ever,"Best movie ever 
When I watch this movie first time I can't believe this masterpiece and the best performance and any co when I watch this movie first time I can't believe this masterpiece and the best performance and any comic book movie And have best fight scene ever mad"
2 November 2008,serpent_coil,0,3,8,"Great, but not that great","It's hard not to get caught up in the hype surrounding this movie, and in all fairness it lives up to most of the high expectations I had. The acting is great, the action is great and Heath Ledgers take on the Joker certainly makes for one of the better villains in any ""hero"" movie I've seen. But there is a BIG difference between great movies and GREAT movies. Let's be honest here... this movie shouldn't be on any ""greatest film of all time"" top 10 list, nor does it belong there. It seems the voting on this one has been over-inflated and blown this movie up into something it's not. Sure it's yet another breath of fresh air into the batman story, and certainly a great follow up to Batman Begins (a slightly better movie in my book) but it certainly isn't the stellar masterpiece of a movie the hype claims it is."
28 July 2008,leggat,1,5,7,A great sequel...Ledger stole the show,"The Dark Knight is perhaps better than the original, Batman Begins, in my opinion, but as well as being that it's also a great chance for people to watch, remember and think about Heath Ledger. As the Joker he gives a superb last performance, stealing practically every scene which he featured inhe was both frightening and funny. The film in general is certainly more complicated than any other hero movie I've seen before; lots of goodies and baddies, plots and twists that made it a little difficult to keep up with for adults, let alone children. It's certainly something I'll have to see again when it comes out of DVD. It's still a great movie nonetheless and everyone should see it. Harvey Dent was a good introduction, giving a fresh angle to the plot, while Gary Oldman & Morgan Freeman reprise their roles well as Batman's allies. What more can I say without spoiling it? It has great action, breathtaking and well-thought of stunts and is destined to be a real hit for years to come."
1 November 2016,Infofmgmedia,1,1,10,Love this version of Batman in the expanded universe.,"Heath Ledger portrayal of the Joker is amazing, to say the least. Who could've imagined the depth of range he would have presented as the number one villain to batman being the almighty JOKER? Joker is indeed a menace to society or is he just the sickness that was created by society. Imagine it from different perspectives a man wrecking havoc to preserve his way of life strip from him. Maybe he was different and batman is the dark knight representing the hidden dark system being judge and juror. Deciding on the change it wants to see to benefit Gotham. Sometimes the system is in need of a reboot. Laughter is the best medicine in the world of Gotham."
23 July 2008,spamination-1,3,6,"
                            Was this review helpful?  Sign in to vote.
                        ",What you need to know,"I have been a long time reader of IMDb, and this is my first review. In fact, I just I just watched the movie on IMAX, and I feel compelled to share my experience. First off, watch the movie on IMAX. There are certain scenes that were filmed with the IMAX camera, and the movie shines in these moments. And the transition from IMAX to widescreen is seamless. There are moments during the film when I asked myself why does this scene feel so amazing, and it was because it ate up the entire IMAX screen. That being said, if IMAX isn't an option, see it anyways.I've seen every superhero movie out there. And unequivocally, this is the best of the lot. In fact, this is the best movie I've seen, PERIOD.Is it filled with action? Yes, there are more than a couple of times I was rocked out of my mind. What I saw wasn't digitally done, and that made it all the more awe-inspiring. Chris Nolan rightfully wanted to do the action sequences in live-action, and you the audience benefits from this.Is it filled with emotion? OMG yes. Since Silence of the Lambs have I not felt such chills. There were more than one time during the film when I wanted to look away in fear, but only my desire to see what happened next kept my eyes glued. It is this Two-Faced (sorry, couldn't resist) emotion the movie invokes that differentiates this movie from any prior comic book-inspired movie. The chills are real, the emotions can be tasted, and the scare is to the core. Thank you Heath Ledger. Thank you Christian Bale. Thank You Aaron Eckhart. Thank You Frank Miller (for your original take on Batman, the Dark Knight. And ESPECIALLY, Thank You Chris Nolan. There isn't a performance I would want to change. The movie isn't so dark that it doesn't have its light moments. On more than one occasion, I laughed out loud. Sometimes to exhale all the pent of tension, and other times because the cleverly placed humor surprised me.Is it political? Yes. Is it so pessimistic that it turns off the audience? no. Is it so optimistic that you can't suspend your disbelief? no. Chris Nolan beautifully paints a caricature of society. Like looking at our society in a fun-house mirror. This society is violent and scary, but like that which you see in a fun-house mirror, the image is oddly recognizable...familiar even.I came out of the theater knowing I just watched a masterpiece. A movie that transcends genre. Yes, it's a summer blockbuster. Yes, it's a comic book movie. Yes, it is all those things. But it is so much more than that. It is above all else, a transcendent experience. This movie inspires me to look at society and all that is going on this world.Do yourself a favor, Watch this Movie. Watch it Twice. Watch it Thrice. You won't be disappointed until it end...because all great things do come to an end."
22 September 2008,CURENA1-1,2,3,8,"""The Batman Epic""","From start to finish, the Dark Knight leaves you astonished with its intensity and flow. It feels as if the two and a half hour duration went by like a roller coaster ride.But this film is more than just a summer blockbuster. Rather, it has the feel of an epic crime drama with a score to match. From the Joker's sheer dread to Harvey Dent's charisma and charm (as well as the Bruce Wayne/ Batman conflict of coming closer to the line between justice and vigilante), the Dark Knight will not disappoint anyone.I am not a fan of the Batman comics, yet the film itself will convert new fans while putting the old batman films of Burton to absolute shame.Go watch the film and you will feel spellbound by its scope and beauty."
13 July 2013,vissini95,0,1,8,One of the best blockbusters ever,"This film is maybe the only of the Batman saga and , generally , of the superhero movies to have much quality besides the extraordinary special effects and the quick action that made it one of the very few films to have earned more than $ 1 billion in the box office. Christian Bale is just fine as Batman but the true hero is the villain. Heath Ledger , just before his death , displays an excellent performance as the Joker , the best I have seen in this kind of films. Nolan is once again a true king of blockbusters , and proves his versatility to combine box office successes with high quality films. During the whole film, twists and reversals are very common and definitely surprising. A film you must see , not only because it's a very amusing way to spend 140 minutes of your time , but also because it's one of the best of its kind. 8/10"
24 July 2008,jayjairam,3,6,10,just stunning!,"that's first batman movie i have seen and i have become a big fan of it .what a movie. i was just stunned from very first to last scene. simply the best movie i have seen in recent years.most astonishing thing about it is this movie is completely dark no other shade.you don't even get a single second to breath in between.story line, direction , acting all the thing s are just brilliant. that's the perfect execution of the perfect story .the most stunning is "" joker"" the great late heath ledger his acting was unbelievable he was the most powerful character . rarely you see the most powerful character is a villain .i have become a big big fan of batman movies after watching this one. thanks Christopher Nolan this was something REALLY GREAT MASTER PEACE OF CINEMA. this movie deserves an Oscar. particularly heath ledger he was best."
17 July 2012,aaronlmadden,0,2,9,One of the greatest films,"This is not a superhero movie. This is an iconic masterpiece disguised as a superhero movie. You can tell the filmmakers cared about the film, not for the sake of money, but for the film itself. It is brilliantly made, and so captivating in every aspect. The visual style is phenomenal, more watchable than most big budget films. But it's the enthralling story and incredible acting that truly makes this film legendary. So much authenticity has been seen in the best films in history. The legendary dark knight is not portrayed as a hero, but almost as an antihero. This film is dark, and takes risks that were actually rather shocking. Not really for kids in my opinion, but a film for moviegoers in general. The acting is uncanny. Christian Bale makes the perfect Batman, and he has transformed him into an iconic character. He is one of the best, most powerful actors and is one of my personal favorites. Michael Cain was phenomenal, as well as Morgan Freeman. Gary Oldman is a legendary actor and is great as Commissioner Gordon. Maggie Gyllenhaal is a great actress, and adds some fire to her role as Rachel. Heath Ledger was shocking. Legendary Jack Nicholson played the Joker almost 20 years earlier, but Heath Ledger gave a more authentic, interesting, and memorable performance, surpassing Nicholson... that is unheard of! His portrayal of The Joker was haunting. He well deserved the Oscar, and his performance will go down as one of the greatest in film history. This film is a must see, and will forever be remembered as one of the greatest films of all time."
24 July 2008,nigelgauvin,7,20,4,Good Movie but lets be realistic,"There is no way that this movie should be the number one on IMDb's list it is in no way just to this site. Although it was an enjoyable film that did keep me entertained i could not get over the way people were talking about this movie.The number one thing that bothered me about this movie is editing there was no need for many little scenes in this movie which is why the movie ran a bit long for my taste.The other issue that bothered me was TWO FACE???? He looked so ridiculous that i could not take him seriously. They should have made his other half looked like it had been burned (which is not what they did in my opinion). People cant just walk around without skin on, this was a big distraction for me and could have easily been dealt with if someone had the balls to talk to Nolan he is only human and therefore can make mistakes.All in all a good movie but please take it off the number one movie on the list."
28 July 2019,martin-asserbo,0,0,10,Just great. A lot of action.,Just what you would want from a Batman movie. The joker is great. R.i.p. It's my personal favorite Batman movie. Action from start to finish and a few twists. Entertainment done right.
18 July 2008,kobainkidd,5,13,10,Epitome of Eminence!,"I would've have never thought a superhero movie will be utterly breathtaking. The acting, dialect, and energy level of the film is as complete as a bat is to its cave. Completely sufficed to its high expectations while paralleling to a much deeper meaning at the same time. The Dark Knight is the epitome of eminence.Heath Ledger electrifies the screen as soon as you witness the brilliance of his character. Bale is absolutely flawless in his portrayal. His character delves into the deeper side of Bruce Wayne/Batman.Caine, delivers a much more idealist approach to his role as Alfred not to mention his quick wit which is clever and good humored.Ekhart gives Two-Face a performance he will certainly be remembered for and for the improved Rachel, Maggie gives a much more genuine performance than Katie Holmes.Gary Oldman, well, is just Gary Oldman........ never Disappoints.Fantastic 10/10.Hersh my Card....."
15 January 2014,NQ-Mobile-Omar-Khan,0,1,10,Great Movie,"You know, I've been a Batman fan since I was a kid. I really loved reading comics and they certainly made my imagination vivid. This is the best Batman movie to date. This movie takes me back ages. All the dialog somehow captures the magic of vintage comics. I didn't like very much the prequel and especially not the sequel. This movie shines out of the trilogy. Christopher Nolan and the crew have made a masterpiece and, I will repeat, they captured the comic magic in this movie. This is, in my opinion, the most realistic version of any Batman movie. Batman is armed with modern and realistic gadgets and tools, that help him in his tasks. My point is that this kind of realism aspired many other movies to copy this trend - for example the 007 movies. In short - what other producers couldn't achieve since Tim Burton, Chris Nolan achieved in an instant."
12 September 2008,lnease2,3,10,6,"Excellent for what it is, but too twisted and unpleasant","Dark Knight is without a doubt a very well made movie and will please most all of the adult fans' of Batman. However, I for one am greatly disturbed by the content of a movie that will inevitably be viewed by most teenage boys and many children given that the main character is a very popular comic book hero. Heck, I had to look away during a number of scenes. To give this movie a PG-13 might seem appropriate when compared to the ratings given to other recent movies, but this movie contains many, many scenes which are waaaaaaay too dark, sadistic, and disturbing for really anyone under 18 in my opinion. The makers of this movie wisely removed all traces of blood from the movie to appease the rating system, but come on, twisted serial-killer kind of horrific violence and terror (and lots of it) doesn't depend on the appearance of blood to be highly disturbing, especially to young children. If children today aren't disturbed by what they see in the Dark Knight, then that would help explain how events like Colombine can happen. So if you haven't already routinely exposed your children to the darkest of depraved movie characters (a la Silence of the Lambs), then PLEASE think twice about letting them see this movie. It's screen time is composed of 90% sick violence and 10% positive message."
16 April 2020,nicovdk-54575,0,0,10,Perfect.,"The film encapsulates Batman perfectly; the great detective, the unbeatable fighter and the unyielding attitude that has made this character iconic for decades are all emphasized.Master performance by Heath Ledger as the Joker that can't ever be forgotten, it pushes the film to an iconic level recognised everywhere by anyone. The greatness of Ledger's performance overshadows the rest of the cast but they must also be recognised. Great performances by Gary Oldman, Aaron Eckhart, an unwavering Batman by Christian Bale and class act supporting performances by Michael Caine, Maggie Gyllenhaal and Morgan Freeman.The writing and directing of the film is immense with no moment or character feeling out of place but exactly where it should be. The Dark Knight also had great direction and cinematography to show off the fantastic imagery of the fictional Gotham and the characters living there. A score that creeps into the bone that makes every moment feel intense, ominous or wonderful.The story of Batman and Joker's conflict can be summarized by the quote: ""This is what happens when an unstoppable force meets an immovable object.""Recommend this film to everyone, it should not be missed."
21 April 2020,rogerthatrodger-05736,0,0,10,Best movie in history,Great story and acting it is remarkable and awesome. Christian bale is best Batman in world.fantastic and cool
